http://house.focus.cn	焦点房地产网
http://www.fang.com/"	搜房网
http://www.ganji.com	赶集网
http://www.anjuke.com/sale/?utm_source=navi-sogou-ny&utm_medium=cpc&pi=navi-sogou-ny-ajk"	安居客二手房
http://www.58.com	58同城
http://www.homelink.com.cn	链家房网
http://www.century21cn.com	21世纪不动产
http://www.fangjia.com/ershoufang	房价网
http://house.sina.com.cn	新浪房产
http://zu.fang.com/	搜房网租房
http://www.haozu.com	好租网
http://rent.focus.cn	搜狐焦点租房
http://zu.soufun.com	搜房网租房
http://bj.58.com/house.shtml	58同城房产
http://bj.ganji.com/fang	赶集网房产
http://www.zufang.com	租房网
