http://www.39.net	39健康网
http://health.sohu.com	搜狐健康
http://www.ttys5.com	天天养生
http://www.haodf.com	好大夫在线
http://www.xywy.com	寻医问药网
http://www.39yst.com 	三九养生堂
http://www.familydoctor.com.cn	家庭医生
http://www.cndzys.com	大众养生网
http://www.cn939.com	中国中医网
http://health.china.com.cn	健康中国
http://www.vodjk.com/	健康第一线
http://bbs.39.net	39健康社区
http://bbs.tnbz.com	糖尿病论坛
http://www.dxy.cn	丁香园
http://www.iiyi.com	爱爱医
http://www.med126.com	医学全在线
http://www.med66.com	医学教育网
http://www.lbxdrugs.com	老百姓大药房
http://www.pharmnet.com.cn	中国医药网
http://www.sfda.gov.cn	药监局
http://www.zhong-yao.net	中药网
http://www.haoyisheng.com	好医生
http://www.healthr.com	医药英才网
http://www.chain.net.cn	红丝带
http://www.cma.org.cn	中华医学会
http://www.china-obgyn.net	中国妇产科网
http://www.365heart.com	心血管网
http://www.kq520.com	康强网
http://www.chinamsr.com	中国医药营销联盟
http://www.yyjjb.com.cn	医药经济报
http://www.biodic.cn	生物医药大辞典
